"bloco","bairro","região","data","data relativa","concentração","desfile","final","local da concentracao","percurso","público estimado","ano do primeiro desfile"
"Ilha Encosta que Ele Cresce","Jardim Guanabara","Zona Norte 3","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T10:00:00-02:00","2017-02-18T12:00:00-02:00","2017-02-18T14:00:00-02:00","Praça Jerusalém","Av. Alves Câmara Junior (Praia da Bica), da Praça Jerusalém até o no 1.191 (Farol da Ilha)","10000","2010"
"Parei de Beber, Não de Mentir!","Curicica","Barra/JPA","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T10:00:00-02:00","2017-02-18T12:00:00-02:00","2017-02-18T16:00:00-02:00","Praça do Bandolim","Praça do Bandolim - Parado","5000","2009"
"Só o Cume Interessa","Urca","Zona Sul","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T10:00:00-02:00","2017-02-18T13:00:00-02:00","2017-02-18T16:00:00-02:00","Praça General Tibúrcio","Praça General Tibúrcio","600","2005"
"Bloco da Urubuzada","Tijuca","Tijuca e Adj","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T12:00:00-02:00","2017-02-18T14:00:00-02:00","2017-02-18T18:00:00-02:00","Praça Afonso Pena","Praça Afonso Pena, Rua Campos Sales, Rua Mariz e Barros, Rua Ibituruna, Rua General Canabarro, Rua Mata Machado até o Estadio do Maracanã","2000","2008"
"Butano na Bureta","Maracanã","Tijuca e Adj","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T12:00:00-02:00","2017-02-18T14:00:00-02:00","2017-02-18T18:00:00-02:00","Rua Senador Furtado, esquina com Rua Pará","Rua Senador Furtado, da Rua Pará até a Avenida Radial Oeste, voltando pela Senador Furtado até a concentração","1000","2009"
"Plantão Bom é Samambaia","Maracanã","Tijuca e Adj","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T12:00:00-02:00","2017-02-18T12:00:00-02:00","2017-02-18T18:00:00-02:00","Praça Maracanã","Praça Maracanã - Parado","400","2011"
"Xupa Mas Não Baba","Laranjeiras","Zona Sul","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T12:00:00-02:00","2017-02-18T14:00:00-02:00","2017-02-18T18:00:00-02:00","Rua Alice, no 1","Rua Alice, do no 1 ao no 550 - esquina com Mario Portela","4000","1988"
"Alegria do Sapê","Rocha Miranda","Zona Norte 1","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T13:00:00-02:00","2017-02-18T15:00:00-02:00","2017-02-18T19:00:00-02:00","Rua Picui","Rua Picui até o Largo do Sapê e volta","400","2016"
"Vizinha Fofoqueira","Bento Ribeiro","Zona Norte 1","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T13:00:00-02:00","2017-02-18T17:00:00-02:00","2017-02-18T18:00:00-02:00","Rua Divinópolis, 167","Rua Divinópolis, seguindo pela Rua Picuí até a Carolina Machado","1500","2014"
"Bloco Brasil","Leme","Zona Sul","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T14:00:00-02:00","2017-02-18T14:00:00-02:00","2017-02-18T20:00:00-02:00","Praça Almirante Julio de Noronha","Praça Almirante Julio de Noronha - Parado","25000","2009"
"Bloco da Ansiedade","Laranjeiras","Zona Sul","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T14:00:00-02:00","2017-02-18T16:00:00-02:00","2017-02-18T19:00:00-02:00","Rua Gago Coutinho, em frente ao Mercadinho São José","Rua Gago Coutinho, Largo do Machado, Rua das Laranjeiras e Rua Gago Coutinho","4000","1995"
"Cachorrão Folia","Irajá","Zona Norte 1","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T14:00:00-02:00","2017-02-18T16:00:00-02:00","2017-02-18T20:00:00-02:00","Rua Manoel Araújo","Rua Manoel Araújo - Parado","400","2016"
"Eu Sou Normal, mas o Côco é Loko","Barra da Tijuca","Barra/JPA","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T14:00:00-02:00","2017-02-18T14:00:00-02:00","2017-02-18T20:00:00-02:00","Av. Lúcio Costa, em frente ao no 2.940 - Quiosque Côco Loko","Av. Lúcio Costa, em frente ao no 2.940 - Quiosque Côco Loko - Parado","500","2016"
"Fla Master","Barra da Tijuca","Barra/JPA","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T14:00:00-02:00","2017-02-18T15:00:00-02:00","2017-02-18T20:00:00-02:00","Avenida Lucio Costa, em frente ao no 3604 - Calçadão da praia","Avenida Lucio Costa, em frente ao no 3604 - Calçadão da praia","500","2016"
"Harmonia de Copacabana","Copacabana","Zona Sul","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T14:00:00-02:00","2017-02-18T18:00:00-02:00","2017-02-18T20:00:00-02:00","Avenida Atlântica, esquina com Siqueira Campos","Avenida Atlântica, da Siqueira Campos PARADO","2000","2010"
"Me Engana Que Eu Gosto","Botafogo","Zona Sul","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T14:00:00-02:00","2017-02-18T16:00:00-02:00","2017-02-18T21:00:00-02:00","Praça Jóia Valansi","Parado","150","1985"
"Põe na Quentinha?","Centro","Centro","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T14:00:00-02:00","2017-02-18T15:00:00-02:00","2017-02-18T20:00:00-02:00","Rua Conselheiro Saraiva, em frente ao no 39","Rua Conselheiro Saraiva, em frente ao no 39 - Parado","1500","2015"
"Simpatia é Quase Amor","Ipanema","Zona Sul","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T14:00:00-02:00","2017-02-18T16:00:00-02:00","2017-02-18T20:00:00-02:00","Praça General Osório","Rua Teixeira de Melo e Avenida Vieira Souto até a Henrique Dumont","100000","1985"
"Batuke de Ciata","Saúde","Centro","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T15:00:00-02:00","2017-02-18T16:00:00-02:00","2017-02-18T21:00:00-02:00","Praça Coronel Assunção (Praça da Harmonia)","Rua Sacadura Cabral, da Praça da Harmonia até a Rua Argemiro Bulcão, encerrando na Pedra do Sal","500","2016"
"É Pequeno mas não amolece","Recreio","Barra/JPA","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T15:00:00-02:00","2017-02-18T17:00:00-02:00","2017-02-18T21:00:00-02:00","Praça Professor Henrique Niremberg","Parado","500","2009"
"Embalo da Barão","Praça Seca","Barra/JPA","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T15:00:00-02:00","2017-02-18T16:00:00-02:00","2017-02-18T21:00:00-02:00","Country Clube da Praça Seca","Country Clube da Praça Seca","800","2003"
"Lavou Tá Limpo","Praça Seca","Barra/JPA","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T15:00:00-02:00","2017-02-18T16:00:00-02:00","2017-02-18T18:00:00-02:00","Rua Candido Benício, 2235","Rua Florianópolis, entre Candido Benício e Rua Desembargador Gastão Taveira - Parado","800","2000"
"Os Imóveis","Copacabana","Zona Sul","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T15:00:00-02:00","2017-02-18T15:00:00-02:00","2017-02-18T20:00:00-02:00","Rua Souza Lima, em frente ao no 121","Rua Souza Lima, em frente ao no 121 - Parado","200","2006"
"Os Monarcas","Ribeira","Zona Norte 3","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T15:00:00-02:00","2017-02-18T17:00:00-02:00","2017-02-18T21:00:00-02:00","Praia da Engenhoca (Quiosque 5)","Praia da Engenhoca (Quiosque 5) - parado","4000","2009"
"Pinto Sarado","Santo Cristo","Centro","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T15:00:00-02:00","2017-02-18T17:00:00-02:00","2017-02-18T20:00:00-02:00","Travessa Sara","Travessa Sara, Rua Atilia, Rua Orestes, Rua Sara, Rua Santo Cristo, Rua da América e Rua Barão da Gamboa.","3500","2008"
"Rio Pandeiro","Laranjeiras","Zona Sul","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T15:00:00-02:00","2017-02-18T16:00:00-02:00","2017-02-18T20:00:00-02:00","Praça São Salvador","Praça São Salvador - Parado","1500","2010"
"Alegria da Mangueira","Mangueira","Centro","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T16:00:00-02:00","2017-02-18T19:00:00-02:00","2017-02-18T22:00:00-02:00","Campo da UPP Mangueira - Rua Visconde de Niterói","Rua Visconde de Niterói, do Campo da UPP até a quadra da Mangueira, voltando ao local de concentração","2000","2013"
"Amigos da Esquina","Engenho de Dentro","Zona Norte 2","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T16:00:00-02:00","2017-02-18T18:00:00-02:00","2017-02-18T22:00:00-02:00","Rua 2 de fevereiro, esquina com Rua Pernambuco e Rua Dr. Bulhões","Rua Pernambuco, Rua Barbacena, Rua Dr.Leal e Rua Pernambuco","1000","2004"
"Amigos do Catete","Catete","Zona Sul","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T16:00:00-02:00","2017-02-18T18:00:00-02:00","2017-02-18T22:00:00-02:00","Rua Dois de Dezembro, esquina com Rua do Catete","Rua Dois de Dezembro, esquina com Rua do Catete - Parado","700","2002"
"ASPA - Amigos da Sueca da Pedro Américo","Catete","Zona Sul","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T16:00:00-02:00","2017-02-18T18:00:00-02:00","2017-02-18T21:00:00-02:00","Rua Pedro Américo, no 363","Rua Pedro Américo, no 363 - Parado","1000","2010"
"Banda Bandida","Copacabana","Zona Sul","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T16:00:00-02:00","2017-02-18T18:00:00-02:00","2017-02-18T22:00:00-02:00","Rua Rodolfo Dantas, entre a Av. Nossa Senhora Copacabana e Rua Barata Ribeiro","Rua Rodolfo Dantas, Rua Barata Ribeiro, Rua Iangá, Avenida Nossa Senhora de Copacabana e Rua Rodolfo Dantas","3000","1976"
"Banda do Tijuca Tênis Clube","Tijuca","Tijuca e Adj","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T16:00:00-02:00","2017-02-18T18:00:00-02:00","2017-02-18T21:00:00-02:00","Tijuca Tênis Clube","Rua Abelardo Chacrinha Barbosa, Rua Conde de Bonfim, Rua Pareto, Rua Santo Afonso, Rua Major Ávila, Rua Conde de Bonfim e Tijuca Tênis Clube","1200","1984"
"Banda do Village","Portuguesa","Zona Norte 3","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T16:00:00-02:00","2017-02-18T16:00:00-02:00","2017-02-18T22:00:00-02:00","Rua Luiz Sá, altura do número 205","Rua Luiz de Sá, Rua Fernando de Azevedo e retorno a origem.","2000","2007"
"Banda Haddock","Tijuca","Tijuca e Adj","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T16:00:00-02:00","2017-02-18T18:00:00-02:00","2017-02-18T22:00:00-02:00","Rua Afonso Pena, no 10","Rua Afonso Pena, Rua Haddock Lobo, Rua Campos Sales, Doutor Satamini, São Francisco Xavier, Largo da Segunda-feira, Rua Haddock Lobo e Rua Afonso Pena","8000","1984"
"Bloco da Mamadeira","Botafogo","Zona Sul","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T16:00:00-02:00","2017-02-18T16:00:00-02:00","2017-02-18T19:00:00-02:00","Praça General Leandro","Praça General Leandro - Parado","500","2000"
"Bloco do Ipê","Tijuca","Tijuca e Adj","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T16:00:00-02:00","2017-02-18T17:00:00-02:00","2017-02-18T18:00:00-02:00","Rua Alm. Cochrane 36","Vira na Rua Dulce até a Rua São Francisco Xavier retornando a origem.","150","2017 (2008)"
"Boca Aberta","Maré","Zona Norte 2","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T16:00:00-02:00","2017-02-18T19:00:00-02:00","2017-02-18T22:00:00-02:00","Rua Tancredo Neves","Rua Tancredo Neves, Bitencourt Sampaio, Rua Principal e Rua Tancredo Neves","400","2014"
"Calma Amor","Irajá","Zona Norte 1","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T16:00:00-02:00","2017-02-18T17:00:00-02:00","2017-02-18T22:00:00-02:00","Praça Ferreira Souto","Praça Ferreira Souto - Parado","2000","2010"
"Cê Tá Lindo","Taquara","Barra/JPA","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T16:00:00-02:00","2017-02-18T16:00:00-02:00","2017-02-18T20:00:00-02:00","Rua Meringuava, no 401","Parado","500","2016"
"Cutucano Atrás","Leme","Zona Sul","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T16:00:00-02:00","2017-02-18T18:00:00-02:00","2017-02-18T22:00:00-02:00","Avenida Atlântica, altura do no 458 - Quiosque Estrela de Luz - Calçadão","Avenida Atlântica, altura do no 458 - atravessa do calçadão até a os prédios e volta ao local de concentração","1000","2004"
"Encosta que Ele Cresce","Vista Alegre","Zona Norte 1","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T16:00:00-02:00","2017-02-18T17:00:00-02:00","2017-02-18T21:00:00-02:00","Rua Ribadejo","Rua Ribadejo, Estrada da Água Grande (sentido Irajá), seguindo até a Avenida Brás de Pina, retornando pela Estrada da Água Grande (sentido Cordovil) até a Rua Estremadura","1000","2006"
"Eu Não Venho Mais Aqui","Abolição","Zona Norte 1","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T16:00:00-02:00","2017-02-18T18:00:00-02:00","2017-02-18T22:00:00-02:00","Rua Gaspar, esquina com Rua Ferreira Leite","Rua Ferreira Leite, da Rua Gaspar até a Rua Glaziou, retornando ao local de concentração","500","2011"
"Fuzuê... Só Alegria Pra Você!","Del Castilho","Zona Norte 2","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T16:00:00-02:00","2017-02-18T18:00:00-02:00","2017-02-18T22:00:00-02:00","Rua Chapadinha, no 02","Rua Chapadinha, Rua Lagoa Verde, Rua Lagoa Clara, Rua Lagoa Redonda, Rua Chapadinha e Rua Palmeira do Norte","1500","2004"
"Guri da Merck","Taquara","Barra/JPA","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T16:00:00-02:00","2017-02-18T19:00:00-02:00","2017-02-18T22:00:00-02:00","Praça Albert Sabin (Praça da Merck)","Praça da Merck, Rua José Perigaut, Rua frei Luiz Alevato, Rua Aristóteles de Souza Dantas, Rua Carlos Palut, Rua José Perigaut e Praça da Merck","1000","2013"
"Já Comi Pior Pagando","Tijuca","Tijuca e Adj","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T16:00:00-02:00","2017-02-18T16:00:00-02:00","2017-02-18T22:00:00-02:00","Rua Leite de Abreu","PARADO","1000","2010"
"Mistura de Santa","Santa Teresa","Centro","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T16:00:00-02:00","2017-02-18T18:00:00-02:00","2017-02-18T21:00:00-02:00","Mirante do Rato Molhado","Segue pela Rua Aprazível até dispersar na lateral do Castelo São Valentimna parte alta da Rua Almirante Alexandrino.","1000","2014"
"Pérola da Guanabara","Paquetá","Centro","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T16:00:00-02:00","2017-02-18T18:00:00-02:00","2017-02-18T21:00:00-02:00","Praça São Roque","Parado","1000","2011"
"Afoxé Omo Ifá","Tijuca","Tijuca e Adj","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T17:00:00-02:00","2017-02-18T18:00:00-02:00","2017-02-18T21:00:00-02:00","Praça Barão de Drummond","Praça Barão de Drummond - Parado","200","2013"
"Banda da Flack","Riachuelo","Zona Norte 2","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T17:00:00-02:00","2017-02-18T19:00:00-02:00","2017-02-18T23:00:00-02:00","Rua Flack","Rua Flack, Rua Lino Teixeira, Rua Ana Neri, Rua Magalhães de Castro e Rua Flack","300","2008"
"Bloco do Rock","Centro","Centro","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T17:00:00-02:00","2017-02-18T18:30:00-02:00","2017-02-18T21:00:00-02:00","Praça Tiradentes","Praça Tiradentes (Parado)","2000","2012"
"Eu Amo a Lapa","Lapa","Centro","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T17:00:00-02:00","2017-02-18T19:00:00-02:00","2017-02-18T23:00:00-02:00","Praça Cardeal Câmara (Arcos da Lapa)","Praça Cardeal Câmara (Arcos da Lapa) - Parado","1000","2007"
"Morde e Pica Toda Hora","Jacarepaguá","Barra/JPA","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T17:00:00-02:00","2017-02-18T18:00:00-02:00","2017-02-18T22:00:00-02:00","Rua Jorge Faraj","Rua Jorge Faraj - Parado","300","2012"
"Serrote Afiado","Engenho da Rainha","Zona Norte 2","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T17:00:00-02:00","2017-02-18T17:00:00-02:00","2017-02-18T23:00:00-02:00","Rua Mario ferreira, 217","Rua Mario Ferreira, Rua Ferreira de Menezes, Rua Carlos Gonçalves Pena e Rua Mario Ferreira","1500","2004"
"Carmelitas (ENSAIO)","Centro","Centro","18/02/17","Sabado - 1 semana antes do Carnaval","2017-02-18T18:00:00-02:00","2017-02-18T18:00:00-02:00","2017-02-19T00:00:00-03:00","Praça Tiradentes","PARADO","2000","1990"
"Você Vem Se Quiser","Centro","Centro","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T18:00:00-02:00","2017-02-18T18:00:00-02:00","2017-02-19T00:00:00-03:00","ABI - Rua Araújo Porto Alegre 71","Parado","1000","2017"
"Seu Kuka","Grajaú","Tijuca e Adj","18/02/17","Sábado - 1 semana antes do Carnaval","2017-02-18T15:00:00-02:00","2017-02-18T15:00:00-02:00","2017-02-18T21:00:00-02:00","Rua Emilia Sampaio","Parado","1000","2007"
"Cordão do Boitatá (Cortejo)","Centro","Centro","19/02/17","Domingo - 1 semana antes do Carnaval","2017-02-19T07:00:00-03:00","2017-02-19T09:00:00-03:00","2017-02-19T13:00:00-03:00","Arcos da Lapa","Arcos da Lapa, Rua dos Arcos, Rua do Rezende, Rua Gomes Freire, Rua da Relação, Rua do Lavradio, Rua Pedro I, seguindo até a Praça Tiradentes","5000","1997"
"Banda de Cavalcante","Cavalcante","Zona Norte 2","19/02/17","Domingo - 1 semana antes do Carnaval","2017-02-19T08:00:00-03:00","2017-02-19T10:00:00-03:00","2017-02-19T14:00:00-03:00","Rua Graça Melo, em frente ao no 640","Rua Graça Melo, Rua Padre Manuel da Nóbrega, Rua Amparo, Rua Frei Antônio, Rua Barão do Bananal e Rua Múcio Teixeira","1500","2000"
"Blocão de Copacabana","Copacabana","Zona Sul","19/02/17","Domingo - 1 semana antes do Carnaval","2017-02-19T08:00:00-03:00","2017-02-19T09:00:00-03:00","2017-02-19T11:00:00-03:00","Posto 6 de Copacabana (Sofitel)","Com deslocamento até a Rua Xavier da Silveira.","800","2001"
"Bloco da Preta","Centro","Centro","19/02/17","Domingo - 1 semana antes do Carnaval","2017-02-19T08:00:00-03:00","2017-02-19T10:00:00-03:00","2017-02-19T13:00:00-03:00","Rua Primeiro de Março, entre Rua Buenos Aires e Rua do Rosário","Rua Primeiro de Março, seguindo até a Av. Presidente Antonio Carlos até a Rua Araújo Porto Alegre, onde encerra","400000","2010"
"Chora Me Liga","Copacabana","Zona Sul","19/02/17","Domingo - 1 semana antes do Carnaval","2017-02-19T08:00:00-03:00","2017-02-19T10:00:00-03:00","2017-02-19T14:00:00-03:00","Avenida Atlântica, altura do Posto 5","Avenida Atlântica, do Posto 5 até a Rua Figueiredo Magalhães","100000","2010"
"Gigantes da Lira","Laranjeiras","Zona Sul","19/02/17","Domingo - 1 semana antes do Carnaval","2017-02-19T08:00:00-03:00","2017-02-19T09:00:00-03:00","2017-02-19T14:00:00-03:00","Praça Jardim Laranjeiras - Rua General Glicério","Rua General Glicério, Rua General Cristóvão Barcelos, retornando à Praça Jardim Laranjeiras","8000","1999"
"Imagininho","Leblon","Zona Sul","19/02/17","Domingo - 1 semana antes do Carnaval","2017-02-19T08:00:00-03:00","2017-02-19T08:00:00-03:00","2017-02-19T14:00:00-03:00","Praça Claudio Coutinho","Parado","200","2017 (2012)"
"Suvaco do Cristo","Jardim Botânico","Zona Sul","19/02/17","Domingo - 1 semana antes do Carnaval","2017-02-19T08:00:00-03:00","2017-02-19T10:00:00-03:00","2017-02-19T13:00:00-03:00","Rua Jardim Botânico, esquina com Rua Faro","Rua Jardim Botânico, da Rua Faro até a Praça Santos Dumont","30000","1986"
"Fogo e Paixão","Centro","Centro","19/02/17","Domingo - 1 semana antes do Carnaval","2017-02-19T08:30:00-03:00","2017-02-19T09:30:00-03:00","2017-02-19T14:30:00-03:00","Largo de São Francisco","Largo de São Francisco - Parado","12000","2011"
"Acorda e vem Brincar","Vila Valqueire","Barra/JPA","19/02/17","Domingo - 1 semana antes do Carnaval","2017-02-19T09:00:00-03:00","2017-02-19T11:00:00-03:00","2017-02-19T15:00:00-03:00","Rua das Dálias","Rua das Dálias, Rua das Verbenas, Rua das Camélias e Rua das Dálias","2500","2007"
"Empolga às 9","Ipanema","Zona Sul","19/02/17","Domingo - 1 semana antes do Carnaval","2017-02-19T09:00:00-03:00","2017-02-19T11:00:00-03:00","2017-02-19T14:00:00-03:00","Praia de Ipanema, Posto 9","Praia de Ipanema, Posto 9 - Parado","30000","2003"
"Mini Bloco","Barra da Tijuca","Barra/JPA","19/02/17","Domingo - 1 semana antes do Carnaval","2017-02-19T09:00:00-03:00","2017-02-19T09:00:00-03:00","2017-02-19T14:00:00-03:00","Praça do Pomar","Parado","800","2017"
"Bloco das Cacheadas","Tijuca","Tijuca e Adj","19/02/17","Domingo - 1 semana antes do Carnaval","2017-02-19T10:00:00-03:00","2017-02-19T11:00:00-03:00","2017-02-19T14:00:00-03:00","Rua Barão de Mesquita, 280","Rua Barão de Mesquita, Rua General Roca e Praça Saens Peña","2000","2013"
"Miss Bellydance Brasil","Méier","Zona Norte 2","19/02/17","Domingo - 1 semana antes do Carnaval","2017-02-19T10:00:00-03:00","2017-02-19T10:00:00-03:00","2017-02-19T13:00:00-03:00","Praça Agripino Grieco","Praça Agripino Grieco","500","2016"
"Se não quiser me dar, me empresta","Ipanema","Zona Sul","19/02/17","Domingo - 1 semana antes do Carnaval","2017-02-19T10:00:00-03:00","2017-02-19T11:00:00-03:00","2017-02-19T16:00:00-03:00","Praia de Ipanema Posto 8","Praia de Ipanema, do Posto 8 até o Quiosque da Rua Vinivius de Moraes","10000","2005"
"Escravos da Mauá","Saúde","Centro","19/02/17","Domingo - 1 semana antes do Carnaval","2017-02-19T11:00:00-03:00","2017-02-19T13:00:00-03:00","2017-02-19T17:00:00-03:00","Largo São Francisco da Prainha","Rua Sacadura Cabral, Rua Barão de Tefé, Avenida Venezuela, Rua Sacadura Cabral e Largo São Francisco da Prainha","10000","1993"
"Quem Num Guenta Bebe Água","Laranjeiras","Zona Sul","19/02/17","Domingo - 1 semana antes do Carnaval","2017-02-19T12:00:00-03:00","2017-02-19T14:00:00-03:00","2017-02-19T18:00:00-03:00","Rua Gago Coutinho, esquina com Rua Marquesa de Santos","Largo do Machado, Ruadas Laranjeiras, Mercado São José das Artes, Retorno a origem.","4000","2004"
"Vem Tomar no Zóio","Vargem Grande","Barra/JPA","19/02/17","Domingo - 1 semana antes do Carnaval","2017-02-19T12:00:00-03:00","2017-02-19T12:00:00-03:00","2017-02-19T17:00:00-03:00","Est. Do Sacarrão s/n (Bar do Zóio)","Parado","1000","2017"
"Banda da Barra","Barra da Tijuca","Barra/JPA","19/02/17","Domingo - 1 semana antes do Carnaval","2017-02-19T13:00:00-03:00","2017-02-19T15:00:00-03:00","2017-02-19T19:00:00-03:00","Avenida Lúcio Costa, em frente ao no 3.600 - Bondinho da Banda da Barra","Avenida Lúcio Costa, do no 3.600 até a Praça São Perpétuo","35000","1984"
"Meu Glorioso São Cristóvão","São Cristóvão","Centro","19/02/17","Domingo - 1 semana antes do Carnaval","2017-02-19T13:00:00-03:00","2017-02-19T14:00:00-03:00","2017-02-19T18:00:00-03:00","Rua General Bruce, no 551","Segue pela Rua Senador Alencar, Rua Gal. José Cristino, Ladeira São Januário até Rua Gal. Bruce 586.","2000","2015"
"Pipoca no Mel","Gamboa","Centro","19/02/17","Domingo - 1 semana antes do Carnaval","2017-02-19T13:00:00-03:00","2017-02-19T15:00:00-03:00","2017-02-19T19:00:00-03:00","Praça Coronel Assumpção (Praça da Harmonia)","Rua Sacadura Cabral, Rua do Livramento, Rua Rivadavia Correa, Rua Pedro Ernesto e retorna para Praça da Harmonia","500","2009"
"Timoneiros da Viola","Madureira","Zona Norte 1","19/02/17","Domingo - 1 semana antes do Carnaval","2017-02-19T13:00:00-03:00","2017-02-19T15:00:00-03:00","2017-02-19T19:00:00-03:00","Praça Paulo da Portela","Praça Paulo da Portela - Parado","15000","2012"
"Batucada do Nosso Bloco","Campo Grande","Zona Oeste","19/02/17","Domingo - 1 semana antes do Carnaval","2017-02-19T14:00:00-03:00","2017-02-19T16:00:00-03:00","2017-02-19T18:00:00-03:00","Largo do Rio da Prata","Parado","2000","2017"
"Fala Bobagem","Vila da Penha","Zona Norte 1","19/02/17","Domingo - 1 semana antes do Carnaval","2017-02-19T14:00:00-03:00","2017-02-19T16:00:00-03:00","2017-02-19T20:00:00-03:00","Praça Paulo Setúbal","Desfile no entorno da Praça Paulo Setúbal","800","2014"
"O Fervo","Estácio","Centro","19/02/17","Domingo - 1 semana antes do Carnaval","2017-02-19T14:00:00-03:00","2017-02-19T18:00:00-03:00","2017-02-19T20:00:00-03:00","Rua Maia de Lacerda, esquina com Rua Estácio de Sá","Rua Maia de Lacerda, da esquina da Rua Estácio de Sá até a Rua Sampaio Ferraz","2000","2016"
"Fuzuê da Ilha","Jardim Guanabara","Zona Norte 3","19/02/17","Domingo - 1 semana antes do Carnaval","2017-02-19T14:00:00-03:00","2017-02-19T15:00:00-03:00","2017-02-19T19:00:00-03:00","Praça do Grego","Rua Uça, da Praça do Grego até a Rua Engenheiro Rozauro Zambrano, voltandoao local de concentração","1000","2009"
"Garganta Seca de Irajá","Irajá","Zona Norte 1","19/02/17","Domingo - 1 semana antes do Carnaval","2017-02-19T14:00:00-03:00","2017-02-19T17:00:00-03:00","2017-02-19T20:00:00-03:00","Rua Manoel de Araújo","Rua Manoel de Araújo, Rua Hanibal Porto até a Estrada da Água Grande","350","2002"
"Quem Vai Vai, Quem Não Vai Não Cagueta!","Jardim Guanabara","Zona Norte 3","19/02/17","Domingo - 1 semana antes do Carnaval","2017-02-19T14:00:00-03:00","2017-02-19T17:00:00-03:00","2017-02-19T20:00:00-03:00","Praça Jerusalém","Praça Jerusalem, Praia da Bica até Quiosque do Mexicano","5000","2011"
"Tamo Junto in Folia","Padre Miguel","Zona Oeste","19/02/17","Domingo - 1 semana antes do Carnaval","2017-02-19T14:00:00-03:00","2017-02-19T16:00:00-03:00","2017-02-19T20:00:00-03:00","Rua Marechal Marciano, esquina com Santana de Ipanema (Praça das Juras)","Parado","50000","2005"
"Banda do Arroxo","Copacabana","Zona Sul","19/02/17","Domingo - 1 semana antes do Carnaval","2017-02-19T15:00:00-03:00","2017-02-19T17:00:00-03:00","2017-02-19T21:00:00-03:00","Rua Belfort Roxo, esquina com a Rua Ministro Viveiros de Castro","Rua Belfort Roxo, Rua Felipe de Oliveira, Av. Princesa Isabel, Rua Ministro Viveiros de Castro até Origem.","2000","1983"
